Using config: {'content_img_name': 'tubingen.png', 'style_img_name': 'okeffe_red_canna.png', 'neural_net': 'VGG19', 'content_weight': 100000.0, 'style_weight': 30000.0, 'tv_weight': 1.0, 'init_img': 'content', 'optimizer': 'LBFGS', 'content_img_path': 'E:\\M.Sc. Data Science\\3rd Sem\\Neural Style Transfer\\Neural-Style-Transfer\\data\\content_images\\tubingen.png', 'style_img_path': 'E:\\M.Sc. Data Science\\3rd Sem\\Neural Style Transfer\\Neural-Style-Transfer\\data\\style_images\\okeffe_red_canna.png', 'dump_path': 'E:\\M.Sc. Data Science\\3rd Sem\\Neural Style Transfer\\Neural-Style-Transfer\\data\\output_images\\tubingen styled as okeffe_red_canna\\100000 30000 1'}

Loaded images

Initialized Optimizing image

Generated feature maps

Starting LBFGS Optimization

LBFGS | iteration: 001, total loss=812402409472.0000, content_loss=      0.0000, style loss=812387280000.0000, tv loss=15154265.0000
LBFGS | iteration: 078, total loss=34610597888.0000, content_loss=2229827539.0625, style loss=32363880000.0000, tv loss=16888056.0000
LBFGS | iteration: 079, total loss=33840021504.0000, content_loss=2242921875.0000, style loss=31580013750.0000, tv loss=17083480.0000
LBFGS | iteration: 080, total loss=33002035200.0000, content_loss=2241605468.7500, style loss=30743424375.0000, tv loss=17005464.0000
LBFGS | iteration: 081, total loss=32216834048.0000, content_loss=2245310937.5000, style loss=29954437500.0000, tv loss=17085444.0000
LBFGS | iteration: 082, total loss=31409954816.0000, content_loss=2248672070.3125, style loss=29144182500.0000, tv loss=17100362.0000
LBFGS | iteration: 083, total loss=30695714816.0000, content_loss=2253331054.6875, style loss=28425204375.0000, tv loss=17180686.0000
LBFGS | iteration: 084, total loss=30010912768.0000, content_loss=2255703125.0000, style loss=27738031875.0000, tv loss=17179176.0000
LBFGS | iteration: 085, total loss=29347704832.0000, content_loss=2257634960.9375, style loss=27072845625.0000, tv loss=17223008.0000
LBFGS | iteration: 086, total loss=28627099648.0000, content_loss=2260471289.0625, style loss=26349358125.0000, tv loss=17268386.0000
LBFGS | iteration: 087, total loss=27870363648.0000, content_loss=2265264648.4375, style loss=25587785625.0000, tv loss=17314092.0000
LBFGS | iteration: 088, total loss=27125526528.0000, content_loss=2265971875.0000, style loss=24842173125.0000, tv loss=17381024.0000
LBFGS | iteration: 089, total loss=26389168128.0000, content_loss=2264756445.3125, style loss=24107049375.0000, tv loss=17363504.0000
LBFGS | iteration: 090, total loss=25765550080.0000, content_loss=2275518164.0625, style loss=23472508125.0000, tv loss=17521932.0000
LBFGS | iteration: 091, total loss=25154695168.0000, content_loss=2269107226.5625, style loss=22868130000.0000, tv loss=17457868.0000
LBFGS | iteration: 092, total loss=24593276928.0000, content_loss=2273599023.4375, style loss=22302106875.0000, tv loss=17569828.0000
LBFGS | iteration: 093, total loss=23940814848.0000, content_loss=2277208789.0625, style loss=21646010625.0000, tv loss=17596368.0000
LBFGS | iteration: 094, total loss=23351328768.0000, content_loss=2279909960.9375, style loss=21053728125.0000, tv loss=17690038.0000
LBFGS | iteration: 095, total loss=22765217792.0000, content_loss=2281605664.0625, style loss=20465943750.0000, tv loss=17668280.0000
LBFGS | iteration: 096, total loss=22272059392.0000, content_loss=2283829687.5000, style loss=19970482500.0000, tv loss=17747760.0000
LBFGS | iteration: 097, total loss=21687705600.0000, content_loss=2286709179.6875, style loss=19383217500.0000, tv loss=17778752.0000
LBFGS | iteration: 098, total loss=21082865664.0000, content_loss=2291627148.4375, style loss=18773379375.0000, tv loss=17857954.0000
LBFGS | iteration: 099, total loss=20461045760.0000, content_loss=2291645507.8125, style loss=18151526250.0000, tv loss=17872684.0000
LBFGS | iteration: 100, total loss=19942952960.0000, content_loss=2299888867.1875, style loss=17625054375.0000, tv loss=18008656.0000
LBFGS | iteration: 101, total loss=19518789632.0000, content_loss=2295560742.1875, style loss=17205303750.0000, tv loss=17926936.0000
LBFGS | iteration: 102, total loss=19075868672.0000, content_loss=2301333398.4375, style loss=16756486875.0000, tv loss=18049844.0000
LBFGS | iteration: 103, total loss=18593562624.0000, content_loss=2302533789.0625, style loss=16272926250.0000, tv loss=18102176.0000
LBFGS | iteration: 104, total loss=18085322752.0000, content_loss=2304170898.4375, style loss=15763012500.0000, tv loss=18139520.0000
LBFGS | iteration: 105, total loss=17633040384.0000, content_loss=2307450585.9375, style loss=15307427812.5000, tv loss=18161068.0000
LBFGS | iteration: 106, total loss=17278849024.0000, content_loss=2306242187.5000, style loss=14954350312.5000, tv loss=18255790.0000
LBFGS | iteration: 107, total loss=16850956288.0000, content_loss=2307674804.6875, style loss=14525042812.5000, tv loss=18238164.0000
LBFGS | iteration: 108, total loss=16484791296.0000, content_loss=2308001562.5000, style loss=14158492500.0000, tv loss=18297170.0000
LBFGS | iteration: 109, total loss=16073067520.0000, content_loss=2308944726.5625, style loss=13745816250.0000, tv loss=18306258.0000
LBFGS | iteration: 110, total loss=15664989184.0000, content_loss=2311192968.7500, style loss=13335423750.0000, tv loss=18371980.0000
LBFGS | iteration: 111, total loss=15198289920.0000, content_loss=2311398437.5000, style loss=12868495312.5000, tv loss=18395732.0000
LBFGS | iteration: 112, total loss=14794000384.0000, content_loss=2322481250.0000, style loss=12453045937.5000, tv loss=18472768.0000
LBFGS | iteration: 113, total loss=14551623680.0000, content_loss=2312011914.0625, style loss=12221190937.5000, tv loss=18420292.0000
LBFGS | iteration: 114, total loss=14261918720.0000, content_loss=2314472851.5625, style loss=11929028437.5000, tv loss=18417104.0000
LBFGS | iteration: 115, total loss=14062023680.0000, content_loss=2322879882.8125, style loss=11720572500.0000, tv loss=18570220.0000
LBFGS | iteration: 116, total loss=13744256000.0000, content_loss=2322810742.1875, style loss=11402933437.5000, tv loss=18511568.0000
LBFGS | iteration: 117, total loss=13421298688.0000, content_loss=2322772851.5625, style loss=11079998437.5000, tv loss=18527276.0000
LBFGS | iteration: 118, total loss=13094392832.0000, content_loss=2324179101.5625, style loss=10751661562.5000, tv loss=18553092.0000
LBFGS | iteration: 119, total loss=12798072832.0000, content_loss=2328824218.7500, style loss=10450652812.5000, tv loss=18595760.0000
LBFGS | iteration: 120, total loss=12520728576.0000, content_loss=2323025000.0000, style loss=10179148125.0000, tv loss=18555766.0000
LBFGS | iteration: 121, total loss=12202560512.0000, content_loss=2324572460.9375, style loss=9859388437.5000, tv loss=18599460.0000
LBFGS | iteration: 122, total loss=11906991104.0000, content_loss=2328734960.9375, style loss=9559637812.5000, tv loss=18618704.0000
LBFGS | iteration: 123, total loss=11847133184.0000, content_loss=2325933007.8125, style loss=9502555312.5000, tv loss=18644688.0000
LBFGS | iteration: 124, total loss=11749223424.0000, content_loss=2327230664.0625, style loss=9403362187.5000, tv loss=18630976.0000
LBFGS | iteration: 125, total loss=11482542080.0000, content_loss=2329164843.7500, style loss=9134753437.5000, tv loss=18623214.0000
LBFGS | iteration: 126, total loss=11232838656.0000, content_loss=2331185351.5625, style loss=8882996250.0000, tv loss=18657540.0000
LBFGS | iteration: 127, total loss=11012731904.0000, content_loss=2331704687.5000, style loss=8662392187.5000, tv loss=18635964.0000
LBFGS | iteration: 128, total loss=10831839232.0000, content_loss=2335623437.5000, style loss=8477522812.5000, tv loss=18693036.0000
LBFGS | iteration: 129, total loss=10581753856.0000, content_loss=2332779101.5625, style loss=8230307812.5000, tv loss=18667020.0000
LBFGS | iteration: 130, total loss=10341064704.0000, content_loss=2333136718.7500, style loss=7989258750.0000, tv loss=18669436.0000
LBFGS | iteration: 131, total loss=10160775168.0000, content_loss=2337340625.0000, style loss=7804754531.2500, tv loss=18679400.0000
LBFGS | iteration: 132, total loss=10049632256.0000, content_loss=2333028906.2500, style loss=7697947500.0000, tv loss=18655412.0000
LBFGS | iteration: 133, total loss=9862922240.0000, content_loss=2330108007.8125, style loss=7514190468.7500, tv loss=18624188.0000
LBFGS | iteration: 134, total loss=9640173568.0000, content_loss=2333824218.7500, style loss=7287694218.7500, tv loss=18655128.0000
LBFGS | iteration: 135, total loss=9428659200.0000, content_loss=2334681250.0000, style loss=7075353750.0000, tv loss=18624204.0000
LBFGS | iteration: 136, total loss=9302065152.0000, content_loss=2340418164.0625, style loss=6942941718.7500, tv loss=18704920.0000
LBFGS | iteration: 137, total loss=9082159104.0000, content_loss=2339057031.2500, style loss=6724420781.2500, tv loss=18681836.0000
LBFGS | iteration: 138, total loss=8977940480.0000, content_loss=2330746289.0625, style loss=6628599375.0000, tv loss=18595022.0000
LBFGS | iteration: 139, total loss=8840119296.0000, content_loss=2333380664.0625, style loss=6488137500.0000, tv loss=18601032.0000
LBFGS | iteration: 140, total loss=8691165184.0000, content_loss=2335892187.5000, style loss=6336648750.0000, tv loss=18624304.0000
LBFGS | iteration: 141, total loss=8499848192.0000, content_loss=2336015820.3125, style loss=6145218750.0000, tv loss=18613590.0000
LBFGS | iteration: 142, total loss=8322506240.0000, content_loss=2334134960.9375, style loss=5969788593.7500, tv loss=18582998.0000
LBFGS | iteration: 143, total loss=8193510912.0000, content_loss=2333957812.5000, style loss=5840962031.2500, tv loss=18591078.0000
LBFGS | iteration: 144, total loss=8120667648.0000, content_loss=2336183007.8125, style loss=5765889843.7500, tv loss=18594264.0000
LBFGS | iteration: 145, total loss=8048734720.0000, content_loss=2333548437.5000, style loss=5696601093.7500, tv loss=18585030.0000
LBFGS | iteration: 146, total loss=7923366912.0000, content_loss=2333046679.6875, style loss=5571780000.0000, tv loss=18540204.0000
LBFGS | iteration: 147, total loss=7783292928.0000, content_loss=2333822460.9375, style loss=5430936093.7500, tv loss=18534216.0000
LBFGS | iteration: 148, total loss=7661455872.0000, content_loss=2329095312.5000, style loss=5313840000.0000, tv loss=18520568.0000
LBFGS | iteration: 149, total loss=7489966592.0000, content_loss=2335282812.5000, style loss=5136131718.7500, tv loss=18552424.0000
LBFGS | iteration: 150, total loss=7413167616.0000, content_loss=2332255664.0625, style loss=5062408593.7500, tv loss=18503100.0000
LBFGS | iteration: 151, total loss=7324609024.0000, content_loss=2329346875.0000, style loss=4976806875.0000, tv loss=18454786.0000
LBFGS | iteration: 152, total loss=7183746048.0000, content_loss=2326166210.9375, style loss=4839165468.7500, tv loss=18414404.0000
LBFGS | iteration: 153, total loss=7056684032.0000, content_loss=2330858789.0625, style loss=4707415781.2500, tv loss=18409476.0000
LBFGS | iteration: 154, total loss=7000196608.0000, content_loss=2330269531.2500, style loss=4651510312.5000, tv loss=18417050.0000
LBFGS | iteration: 155, total loss=6931883008.0000, content_loss=2330756835.9375, style loss=4582701093.7500, tv loss=18425044.0000
LBFGS | iteration: 156, total loss=6842146304.0000, content_loss=2329412500.0000, style loss=4494322031.2500, tv loss=18411548.0000
LBFGS | iteration: 157, total loss=6747059200.0000, content_loss=2327485937.5000, style loss=4401208593.7500, tv loss=18364536.0000
LBFGS | iteration: 158, total loss=6652724224.0000, content_loss=2328136914.0625, style loss=4306219218.7500, tv loss=18368702.0000
LBFGS | iteration: 159, total loss=6536325120.0000, content_loss=2324983789.0625, style loss=4193004843.7500, tv loss=18336518.0000
LBFGS | iteration: 160, total loss=6433668608.0000, content_loss=2327868164.0625, style loss=4087473281.2500, tv loss=18326852.0000
LBFGS | iteration: 161, total loss=6351997440.0000, content_loss=2321287695.3125, style loss=4012446093.7500, tv loss=18263740.0000
LBFGS | iteration: 162, total loss=6289368064.0000, content_loss=2321129101.5625, style loss=3949994062.5000, tv loss=18244552.0000
LBFGS | iteration: 163, total loss=6265769984.0000, content_loss=2319234960.9375, style loss=3928306171.8750, tv loss=18228644.0000
LBFGS | iteration: 164, total loss=6229736448.0000, content_loss=2320064062.5000, style loss=3891438750.0000, tv loss=18233468.0000
LBFGS | iteration: 165, total loss=6176959488.0000, content_loss=2322159960.9375, style loss=3836567578.1250, tv loss=18232336.0000
LBFGS | iteration: 166, total loss=6111122432.0000, content_loss=2322965039.0625, style loss=3769940390.6250, tv loss=18216776.0000
LBFGS | iteration: 167, total loss=6035750400.0000, content_loss=2317305664.0625, style loss=3700291171.8750, tv loss=18153740.0000
LBFGS | iteration: 168, total loss=5948648960.0000, content_loss=2320142382.8125, style loss=3610339921.8750, tv loss=18166568.0000
LBFGS | iteration: 169, total loss=5913074176.0000, content_loss=2319442382.8125, style loss=3575472421.8750, tv loss=18158860.0000
LBFGS | iteration: 170, total loss=5849156096.0000, content_loss=2315545507.8125, style loss=3515494453.1250, tv loss=18116096.0000
LBFGS | iteration: 171, total loss=5782033920.0000, content_loss=2316016992.1875, style loss=3447911953.1250, tv loss=18104592.0000
LBFGS | iteration: 172, total loss=5730329600.0000, content_loss=2313161132.8125, style loss=3399105703.1250, tv loss=18062284.0000
LBFGS | iteration: 173, total loss=5656734720.0000, content_loss=2310374218.7500, style loss=3328349765.6250, tv loss=18010890.0000
LBFGS | iteration: 174, total loss=5611117568.0000, content_loss=2313392187.5000, style loss=3279711796.8750, tv loss=18013524.0000
LBFGS | iteration: 175, total loss=5574510080.0000, content_loss=2313437304.6875, style loss=3243064687.5000, tv loss=18008576.0000
LBFGS | iteration: 176, total loss=5537867776.0000, content_loss=2310125585.9375, style loss=3209758125.0000, tv loss=17983888.0000
LBFGS | iteration: 177, total loss=5507381760.0000, content_loss=2310518750.0000, style loss=3178878515.6250, tv loss=17984340.0000
LBFGS | iteration: 178, total loss=5455472640.0000, content_loss=2308911914.0625, style loss=3128600390.6250, tv loss=17960364.0000
LBFGS | iteration: 179, total loss=5398878208.0000, content_loss=2308020898.4375, style loss=3072917578.1250, tv loss=17939212.0000
LBFGS | iteration: 180, total loss=5329586688.0000, content_loss=2304258593.7500, style loss=3007442109.3750, tv loss=17885656.0000
LBFGS | iteration: 181, total loss=5255537664.0000, content_loss=2302553710.9375, style loss=2935135546.8750, tv loss=17848172.0000
LBFGS | iteration: 182, total loss=5229749760.0000, content_loss=2300817773.4375, style loss=2911095937.5000, tv loss=17835784.0000
LBFGS | iteration: 183, total loss=5207383552.0000, content_loss=2302168164.0625, style loss=2887375078.1250, tv loss=17840608.0000
LBFGS | iteration: 184, total loss=5163267072.0000, content_loss=2301141406.2500, style loss=2844312421.8750, tv loss=17813736.0000
LBFGS | iteration: 185, total loss=5133095936.0000, content_loss=2299486523.4375, style loss=2815830000.0000, tv loss=17779778.0000
LBFGS | iteration: 186, total loss=5084788736.0000, content_loss=2299105664.0625, style loss=2767933125.0000, tv loss=17749876.0000
LBFGS | iteration: 187, total loss=5016305152.0000, content_loss=2297709375.0000, style loss=2700887578.1250, tv loss=17708524.0000
LBFGS | iteration: 188, total loss=4970591744.0000, content_loss=2297517773.4375, style loss=2655386250.0000, tv loss=17687786.0000
LBFGS | iteration: 189, total loss=4962598912.0000, content_loss=2294050000.0000, style loss=2650897265.6250, tv loss=17651712.0000
LBFGS | iteration: 190, total loss=4948866048.0000, content_loss=2295465625.0000, style loss=2635734375.0000, tv loss=17666022.0000
LBFGS | iteration: 191, total loss=4921804800.0000, content_loss=2294349804.6875, style loss=2609799609.3750, tv loss=17655360.0000
LBFGS | iteration: 192, total loss=4897417728.0000, content_loss=2294530664.0625, style loss=2585242968.7500, tv loss=17643786.0000
LBFGS | iteration: 193, total loss=4851770368.0000, content_loss=2292702148.4375, style loss=2541479765.6250, tv loss=17588224.0000
LBFGS | iteration: 194, total loss=4801045504.0000, content_loss=2293547656.2500, style loss=2489932500.0000, tv loss=17565264.0000
LBFGS | iteration: 195, total loss=4791203840.0000, content_loss=2290796093.7500, style loss=2482888359.3750, tv loss=17519576.0000
LBFGS | iteration: 196, total loss=4754185216.0000, content_loss=2291430273.4375, style loss=2445226406.2500, tv loss=17528076.0000
LBFGS | iteration: 197, total loss=4726065152.0000, content_loss=2291171875.0000, style loss=2417377265.6250, tv loss=17516076.0000
LBFGS | iteration: 198, total loss=4698275840.0000, content_loss=2288994726.5625, style loss=2391801562.5000, tv loss=17479858.0000
LBFGS | iteration: 199, total loss=4660515840.0000, content_loss=2289184375.0000, style loss=2353865859.3750, tv loss=17465160.0000
LBFGS | iteration: 200, total loss=4628685312.0000, content_loss=2287929101.5625, style loss=2323319062.5000, tv loss=17437014.0000
LBFGS | iteration: 201, total loss=4580280320.0000, content_loss=2285843554.6875, style loss=2277044296.8750, tv loss=17392664.0000
LBFGS | iteration: 202, total loss=4549515776.0000, content_loss=2281647851.5625, style loss=2250514218.7500, tv loss=17353760.0000
LBFGS | iteration: 203, total loss=4515489280.0000, content_loss=2282629687.5000, style loss=2215518515.6250, tv loss=17340690.0000
LBFGS | iteration: 204, total loss=4508102656.0000, content_loss=2280339062.5000, style loss=2210473359.3750, tv loss=17290244.0000
LBFGS | iteration: 205, total loss=4497659904.0000, content_loss=2281266406.2500, style loss=2199083203.1250, tv loss=17310232.0000
LBFGS | iteration: 206, total loss=4481068032.0000, content_loss=2281270117.1875, style loss=2182496250.0000, tv loss=17301452.0000
LBFGS | iteration: 207, total loss=4450654720.0000, content_loss=2279775976.5625, style loss=2153607656.2500, tv loss=17271096.0000
LBFGS | iteration: 208, total loss=4415396864.0000, content_loss=2278003320.3125, style loss=2120160468.7500, tv loss=17232968.0000
LBFGS | iteration: 209, total loss=4384518144.0000, content_loss=2277011523.4375, style loss=2090302500.0000, tv loss=17204068.0000
LBFGS | iteration: 210, total loss=4361038848.0000, content_loss=2277157226.5625, style loss=2066681953.1250, tv loss=17199450.0000
LBFGS | iteration: 211, total loss=4356995584.0000, content_loss=2273688281.2500, style loss=2066154843.7500, tv loss=17152444.0000
LBFGS | iteration: 212, total loss=4347338240.0000, content_loss=2275125585.9375, style loss=2055041250.0000, tv loss=17171676.0000
